RECORDING_SESSION_LABEL,item,group,N1,N2,condition,SFD
o207lxy,T17,2O,1I,1I,2O-1I-1I,285
o207lxy,T03,2O,2P,1I,2O-2P-1I,415
o207lxy,T26,2O,1I,1I,2O-1I-1I,274
o207lxy,T60,2O,1I,2P,2O-1I-2P,600
o207lxy,T51,2O,1I,2P,2O-1I-2P,409
o207lxy,T56,2O,1I,2P,2O-1I-2P,360
o207lxy,T16,2O,1I,1I,2O-1I-1I,150
o207lxy,T57,2O,1I,2P,2O-1I-2P,673
o207lxy,T19,2O,1I,1I,2O-1I-1I,249
o208zgz,T25,2O,1I,1I,2O-1I-1I,296
o208zgz,T18,2O,1I,1I,2O-1I-1I,216
o208zgz,T19,2O,1I,1I,2O-1I-1I,108
o208zgz,T02,2O,2P,1I,2O-2P-1I,273
o208zgz,T03,2O,2P,1I,2O-2P-1I,501
o208zgz,T13,2O,2P,1I,2O-2P-1I,265
o208zgz,T41,2O,2P,2P,2O-2P-2P,119
o208zgz,T49,2O,1I,2P,2O-1I-2P,457
o208zgz,T12,2O,2P,1I,2O-2P-1I,388
o208zgz,T54,2O,1I,2P,2O-1I-2P,372
o208zgz,T05,2O,2P,1I,2O-2P-1I,287
o208zgz,T47,2O,1I,2P,2O-1I-2P,291
o208zgz,T07,2O,2P,1I,2O-2P-1I,207
o208zgz,T17,2O,1I,1I,2O-1I-1I,361
o208zgz,T46,2O,1I,2P,2O-1I-2P,178
o208zgz,T14,2O,2P,1I,2O-2P-1I,133
o208zgz,T37,2O,2P,2P,2O-2P-2P,317
o208zgz,T24,2O,1I,1I,2O-1I-1I,128
o208zgz,T58,2O,1I,2P,2O-1I-2P,210
o208zgz,T23,2O,1I,1I,2O-1I-1I,168
o208zgz,T36,2O,2P,2P,2O-2P-2P,342
o208zgz,T15,2O,2P,1I,2O-2P-1I,266
o208zgz,T56,2O,1I,2P,2O-1I-2P,173
o209xj,T45,2O,2P,2P,2O-2P-2P,276
o209xj,T15,2O,2P,1I,2O-2P-1I,446
o209xj,T30,2O,1I,1I,2O-1I-1I,254
o209xj,T56,2O,1I,2P,2O-1I-2P,632
o209xj,T17,2O,1I,1I,2O-1I-1I,275
o209xj,T32,2O,2P,2P,2O-2P-2P,305
o209xj,T47,2O,1I,2P,2O-1I-2P,503
o209xj,T42,2O,2P,2P,2O-2P-2P,236
o209xj,T41,2O,2P,2P,2O-2P-2P,283
o209xj,T54,2O,1I,2P,2O-1I-2P,185
o301wwd,T24,2O,2P,2P,2O-2P-2P,324
o301wwd,T10,2O,1I,2P,2O-1I-2P,224
o301wwd,T60,2O,1I,1I,2O-1I-1I,471
o301wwd,T05,2O,1I,2P,2O-1I-2P,309
o301wwd,T30,2O,2P,2P,2O-2P-2P,373
o301wwd,T20,2O,2P,2P,2O-2P-2P,207
o301wwd,T16,2O,2P,2P,2O-2P-2P,249
o301wwd,T33,2O,2P,1I,2O-2P-1I,237
o301wwd,T13,2O,1I,2P,2O-1I-2P,486
o301wwd,T37,2O,2P,1I,2O-2P-1I,620
o301wwd,T48,2O,1I,1I,2O-1I-1I,405
o301wwd,T53,2O,1I,1I,2O-1I-1I,356
o301wwd,T39,2O,2P,1I,2O-2P-1I,164
o301wwd,T49,2O,1I,1I,2O-1I-1I,376
o301wwd,T19,2O,2P,2P,2O-2P-2P,120
o301wwd,T58,2O,1I,1I,2O-1I-1I,221
o302qzh,T28,2O,2P,2P,2O-2P-2P,253
o302qzh,T58,2O,1I,1I,2O-1I-1I,314
o302qzh,T03,2O,1I,2P,2O-1I-2P,326
o302qzh,T07,2O,1I,2P,2O-1I-2P,506
o302qzh,T02,2O,1I,2P,2O-1I-2P,403
o303zjy,T52,2O,1I,1I,2O-1I-1I,332
o303zjy,T51,2O,1I,1I,2O-1I-1I,527
o303zjy,T39,2O,2P,1I,2O-2P-1I,344
o303zjy,T16,2O,2P,2P,2O-2P-2P,254
o303zjy,T08,2O,1I,2P,2O-1I-2P,301
o303zjy,T31,2O,2P,1I,2O-2P-1I,218
o303zjy,T07,2O,1I,2P,2O-1I-2P,148
o303zjy,T13,2O,1I,2P,2O-1I-2P,233
o303zjy,T09,2O,1I,2P,2O-1I-2P,446
o303zjy,T21,2O,2P,2P,2O-2P-2P,288
o303zjy,T45,2O,2P,1I,2O-2P-1I,269
o303zjy,T20,2O,2P,2P,2O-2P-2P,370
o303zjy,T01,2O,1I,2P,2O-1I-2P,448
o303zjy,T59,2O,1I,1I,2O-1I-1I,98
o303zjy,T53,2O,1I,1I,2O-1I-1I,129
o303zjy,T19,2O,2P,2P,2O-2P-2P,221
o303zjy,T11,2O,1I,2P,2O-1I-2P,403
o303zjy,T33,2O,2P,1I,2O-2P-1I,288
o303zjy,T27,2O,2P,2P,2O-2P-2P,156
o303zjy,T26,2O,2P,2P,2O-2P-2P,242
o304llj,T47,2O,1I,1I,2O-1I-1I,408
o304llj,T55,2O,1I,1I,2O-1I-1I,147
o304llj,T19,2O,2P,2P,2O-2P-2P,213
o304llj,T24,2O,2P,2P,2O-2P-2P,153
o304llj,T10,2O,1I,2P,2O-1I-2P,212
o304llj,T35,2O,2P,1I,2O-2P-1I,187
o304llj,T58,2O,1I,1I,2O-1I-1I,171
o304llj,T57,2O,1I,1I,2O-1I-1I,100
o304llj,T13,2O,1I,2P,2O-1I-2P,212
o304llj,T03,2O,1I,2P,2O-1I-2P,142
o304llj,T15,2O,1I,2P,2O-1I-2P,395
o304llj,T50,2O,1I,1I,2O-1I-1I,231
o304llj,T44,2O,2P,1I,2O-2P-1I,259
o304llj,T08,2O,1I,2P,2O-1I-2P,277
o304llj,T38,2O,2P,1I,2O-2P-1I,112
o304llj,T37,2O,2P,1I,2O-2P-1I,139
o304llj,T22,2O,2P,2P,2O-2P-2P,154
o304llj,T32,2O,2P,1I,2O-2P-1I,296
o304llj,T16,2O,2P,2P,2O-2P-2P,214
o304llj,T05,2O,1I,2P,2O-1I-2P,189
o304llj,T14,2O,1I,2P,2O-1I-2P,194
o304llj,T17,2O,2P,2P,2O-2P-2P,533
o304llj,T43,2O,2P,1I,2O-2P-1I,176
o304llj,T60,2O,1I,1I,2O-1I-1I,229
o304llj,T34,2O,2P,1I,2O-2P-1I,222
o304llj,T06,2O,1I,2P,2O-1I-2P,167
o304llj,T30,2O,2P,2P,2O-2P-2P,342
o304llj,T52,2O,1I,1I,2O-1I-1I,369
o304llj,T02,2O,1I,2P,2O-1I-2P,386
o304llj,T12,2O,1I,2P,2O-1I-2P,231
o304llj,T33,2O,2P,1I,2O-2P-1I,193
o304llj,T36,2O,2P,1I,2O-2P-1I,204
o304llj,T27,2O,2P,2P,2O-2P-2P,400
o305yhm,T43,2O,2P,1I,2O-2P-1I,397
o305yhm,T31,2O,2P,1I,2O-2P-1I,264
o305yhm,T30,2O,2P,2P,2O-2P-2P,276
o305yhm,T16,2O,2P,2P,2O-2P-2P,358
o305yhm,T08,2O,1I,2P,2O-1I-2P,208
o305yhm,T51,2O,1I,1I,2O-1I-1I,318
o305yhm,T35,2O,2P,1I,2O-2P-1I,84
o305yhm,T50,2O,1I,1I,2O-1I-1I,272
o305yhm,T54,2O,1I,1I,2O-1I-1I,214
o305yhm,T58,2O,1I,1I,2O-1I-1I,351
o305yhm,T11,2O,1I,2P,2O-1I-2P,143
o305yhm,T02,2O,1I,2P,2O-1I-2P,222
o305yhm,T40,2O,2P,1I,2O-2P-1I,186
o305yhm,T36,2O,2P,1I,2O-2P-1I,270
o306wls,T03,2O,1I,2P,2O-1I-2P,596
o306wls,T36,2O,2P,1I,2O-2P-1I,494
o306wls,T02,2O,1I,2P,2O-1I-2P,258
o306wls,T51,2O,1I,1I,2O-1I-1I,255
o306wls,T08,2O,1I,2P,2O-1I-2P,230
o306wls,T17,2O,2P,2P,2O-2P-2P,466
o306wls,T37,2O,2P,1I,2O-2P-1I,422
o306wls,T20,2O,2P,2P,2O-2P-2P,587
o306wls,T42,2O,2P,1I,2O-2P-1I,438
o306wls,T24,2O,2P,2P,2O-2P-2P,278
o306wls,T48,2O,1I,1I,2O-1I-1I,583
o306wls,T40,2O,2P,1I,2O-2P-1I,453
o306wls,T60,2O,1I,1I,2O-1I-1I,454
o306wls,T29,2O,2P,2P,2O-2P-2P,225
o306wls,T32,2O,2P,1I,2O-2P-1I,274
o306wls,T10,2O,1I,2P,2O-1I-2P,283
o306wls,T49,2O,1I,1I,2O-1I-1I,487
o306wls,T34,2O,2P,1I,2O-2P-1I,442
o306wls,T23,2O,2P,2P,2O-2P-2P,477
o306wls,T26,2O,2P,2P,2O-2P-2P,423
o306wls,T47,2O,1I,1I,2O-1I-1I,176
o306wls,T44,2O,2P,1I,2O-2P-1I,254
o306wls,T05,2O,1I,2P,2O-1I-2P,321
o306wls,T19,2O,2P,2P,2O-2P-2P,257
o306wls,T56,2O,1I,1I,2O-1I-1I,176
o306wls,T58,2O,1I,1I,2O-1I-1I,239
o306wls,T15,2O,1I,2P,2O-1I-2P,249
o306wls,T12,2O,1I,2P,2O-1I-2P,261
o306wls,T16,2O,2P,2P,2O-2P-2P,250
o306wls,T45,2O,2P,1I,2O-2P-1I,560
o306wls,T52,2O,1I,1I,2O-1I-1I,322
o306wls,T54,2O,1I,1I,2O-1I-1I,367
o306wls,T06,2O,1I,2P,2O-1I-2P,375
o306wls,T35,2O,2P,1I,2O-2P-1I,524
o306wls,T43,2O,2P,1I,2O-2P-1I,316
o306wls,T59,2O,1I,1I,2O-1I-1I,384
o306wls,T41,2O,2P,1I,2O-2P-1I,442
o306wls,T38,2O,2P,1I,2O-2P-1I,455
o306wls,T25,2O,2P,2P,2O-2P-2P,209
o401zwg,T21,2O,1I,2P,2O-1I-2P,460
o401zwg,T41,2O,1I,1I,2O-1I-1I,174
o401zwg,T55,2O,2P,1I,2O-2P-1I,158
o402zxl,T25,2O,1I,2P,2O-1I-2P,408
o402zxl,T26,2O,1I,2P,2O-1I-2P,610
o402zxl,T03,2O,2P,2P,2O-2P-2P,356
o402zxl,T37,2O,1I,1I,2O-1I-1I,104
o402zxl,T58,2O,2P,1I,2O-2P-1I,367
o402zxl,T49,2O,2P,1I,2O-2P-1I,281
o402zxl,T51,2O,2P,1I,2O-2P-1I,309
o402zxl,T29,2O,1I,2P,2O-1I-2P,247
o402zxl,T10,2O,2P,2P,2O-2P-2P,221
o402zxl,T31,2O,1I,1I,2O-1I-1I,301
o402zxl,T43,2O,1I,1I,2O-1I-1I,233
o402zxl,T04,2O,2P,2P,2O-2P-2P,191
o402zxl,T34,2O,1I,1I,2O-1I-1I,182
o402zxl,T55,2O,2P,1I,2O-2P-1I,314
o402zxl,T23,2O,1I,2P,2O-1I-2P,214
o402zxl,T12,2O,2P,2P,2O-2P-2P,156
o402zxl,T18,2O,1I,2P,2O-1I-2P,231
o402zxl,T46,2O,2P,1I,2O-2P-1I,152
o402zxl,T15,2O,2P,2P,2O-2P-2P,592
o402zxl,T21,2O,1I,2P,2O-1I-2P,499
o402zxl,T48,2O,2P,1I,2O-2P-1I,301
o402zxl,T16,2O,1I,2P,2O-1I-2P,117
o402zxl,T07,2O,2P,2P,2O-2P-2P,224
o402zxl,T19,2O,1I,2P,2O-1I-2P,304
o402zxl,T45,2O,1I,1I,2O-1I-1I,234
o402zxl,T53,2O,2P,1I,2O-2P-1I,176
o402zxl,T59,2O,2P,1I,2O-2P-1I,311
o402zxl,T02,2O,2P,2P,2O-2P-2P,432
o402zxl,T30,2O,1I,2P,2O-1I-2P,277
o402zxl,T60,2O,2P,1I,2O-2P-1I,721
o402zxl,T28,2O,1I,2P,2O-1I-2P,248
o402zxl,T20,2O,1I,2P,2O-1I-2P,220
o402zxl,T44,2O,1I,1I,2O-1I-1I,233
o402zxl,T08,2O,2P,2P,2O-2P-2P,493
o402zxl,T52,2O,2P,1I,2O-2P-1I,294
o403zlz,T16,2O,1I,2P,2O-1I-2P,428
o403zlz,T38,2O,1I,1I,2O-1I-1I,761
o403zlz,T18,2O,1I,2P,2O-1I-2P,610
o403zlz,T35,2O,1I,1I,2O-1I-1I,343
o403zlz,T10,2O,2P,2P,2O-2P-2P,324
o403zlz,T47,2O,2P,1I,2O-2P-1I,496
o403zlz,T49,2O,2P,1I,2O-2P-1I,421
o403zlz,T39,2O,1I,1I,2O-1I-1I,110
o403zlz,T37,2O,1I,1I,2O-1I-1I,451
o403zlz,T53,2O,2P,1I,2O-2P-1I,478
o403zlz,T31,2O,1I,1I,2O-1I-1I,409
o403zlz,T13,2O,2P,2P,2O-2P-2P,417
o403zlz,T58,2O,2P,1I,2O-2P-1I,282
o403zlz,T45,2O,1I,1I,2O-1I-1I,451
o403zlz,T21,2O,1I,2P,2O-1I-2P,574
o403zlz,T40,2O,1I,1I,2O-1I-1I,480
o403zlz,T56,2O,2P,1I,2O-2P-1I,333
o403zlz,T48,2O,2P,1I,2O-2P-1I,481
o403zlz,T09,2O,2P,2P,2O-2P-2P,396
o403zlz,T42,2O,1I,1I,2O-1I-1I,385
o403zlz,T19,2O,1I,2P,2O-1I-2P,386
o403zlz,T60,2O,2P,1I,2O-2P-1I,495
o403zlz,T08,2O,2P,2P,2O-2P-2P,213
o403zlz,T06,2O,2P,2P,2O-2P-2P,298
o403zlz,T36,2O,1I,1I,2O-1I-1I,292
o403zlz,T34,2O,1I,1I,2O-1I-1I,423
o403zlz,T28,2O,1I,2P,2O-1I-2P,447
o403zlz,T03,2O,2P,2P,2O-2P-2P,392
o403zlz,T05,2O,2P,2P,2O-2P-2P,383
o404yxq,T25,2O,1I,2P,2O-1I-2P,208
o404yxq,T13,2O,2P,2P,2O-2P-2P,215
o404yxq,T47,2O,2P,1I,2O-2P-1I,182
o404yxq,T51,2O,2P,1I,2O-2P-1I,214
o404yxq,T22,2O,1I,2P,2O-1I-2P,87
o404yxq,T16,2O,1I,2P,2O-1I-2P,188
o404yxq,T27,2O,1I,2P,2O-1I-2P,173
o407lzy,T05,2O,2P,2P,2O-2P-2P,334
o407lzy,T45,2O,1I,1I,2O-1I-1I,253
o407lzy,T36,2O,1I,1I,2O-1I-1I,366
o407lzy,T25,2O,1I,2P,2O-1I-2P,150
o407lzy,T24,2O,1I,2P,2O-1I-2P,301
o407lzy,T28,2O,1I,2P,2O-1I-2P,320
o407lzy,T50,2O,2P,1I,2O-2P-1I,269
o407lzy,T30,2O,1I,2P,2O-1I-2P,302
o407lzy,T59,2O,2P,1I,2O-2P-1I,443
o407lzy,T43,2O,1I,1I,2O-1I-1I,293
o407lzy,T26,2O,1I,2P,2O-1I-2P,245
o407lzy,T16,2O,1I,2P,2O-1I-2P,244
o407lzy,T40,2O,1I,1I,2O-1I-1I,241
o407lzy,T49,2O,2P,1I,2O-2P-1I,226
o407lzy,T03,2O,2P,2P,2O-2P-2P,293
o407lzy,T01,2O,2P,2P,2O-2P-2P,186
o407lzy,T56,2O,2P,1I,2O-2P-1I,300
o407lzy,T02,2O,2P,2P,2O-2P-2P,245
